Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degF)
2022-06-08 08:38:05 - 2022-06-08 08:49:46,58.947,Functional Strength Training,,701.116,,,,0.333,0.667,0.000,0.000,0.000,114.943,124.000,5.595,,,,,
2022-06-08 17:00:43 - 2022-06-08 17:19:56,80.803,Cycling,2.916,1153.223,16.765,606.497,591.673,0.000,0.000,1.000,0.000,0.000,138.288,139.830,5.083,,,,81.000,60.800
2022-06-08 21:02:14 - 2022-06-08 21:21:28,91.307,Cycling,2.888,1154.121,6.627,605.173,593.100,0.000,1.000,0.000,0.000,0.000,122.885,124.032,5.416,,,,90.000,55.400
2022-06-09 09:26:39 - 2022-06-09 09:47:37,77.685,Walking,1.124,1258.278,19.718,628.307,601.532,1.000,0.000,0.000,0.000,0.000,86.639,86.736,4.477,,,,70.000,64.400
2022-06-09 12:11:45 - 2022-06-09 12:18:25,31.378,Walking,0.353,399.758,,630.049,601.775,1.000,0.000,0.000,0.000,0.000,108.699,108.699,5.427,,,,51.000,73.400
2022-06-09 17:11:58 - 2022-06-09 17:32:38,78.008,Cycling,2.888,1239.859,18.963,609.996,594.657,0.600,0.000,0.400,0.000,0.000,101.138,138.595,4.991,,,,35.000,78.800
2022-06-09 18:39:08 - 2022-06-09 18:55:39,79.675,Cycling,2.911,991.139,6.627,606.140,592.088,0.000,1.000,0.000,0.000,0.000,126.673,133.683,5.549,,,,47.000,71.600
2022-06-09 20:05:31 - 2022-06-09 20:22:32,42.658,Walking,0.462,742.335,,609.878,594.859,1.000,0.000,0.000,0.000,0.000,89.903,93.000,4.173,,,,47.000,69.800
2022-06-09 20:22:41 - 2022-06-09 20:31:55,39.265,Walking,0.460,554.547,15.354,602.127,595.080,1.000,0.000,0.000,0.000,0.000,97.259,97.259,4.608,,,,48.000,69.800
2022-06-10 08:54:25 - 2022-06-10 09:19:31,61.842,Walking,0.643,949.384,14.928,606.502,594.262,1.000,0.000,0.000,0.000,0.000,82.816,105.000,3.883,,,,46.000,73.400
2022-06-10 19:28:34 - 2022-06-10 20:08:52,75.558,Walking,0.833,1009.439,10.696,612.189,597.270,1.000,0.000,0.000,0.000,0.000,99.633,113.976,5.066,,,,71.000,68.000
2022-06-11 09:15:31 - 2022-06-11 09:33:35,76.224,Walking,0.886,1083.779,8.301,602.228,595.195,1.000,0.000,0.000,0.000,0.000,87.374,88.888,4.904,,,,71.000,66.200
2022-06-11 12:45:59 - 2022-06-11 13:06:32,71.538,Cycling,2.925,1232.719,17.979,609.764,592.127,1.000,0.000,0.000,0.000,0.000,98.127,99.538,4.464,,,,63.000,73.400
2022-06-11 16:51:24 - 2022-06-11 17:38:38,169.013,Walking,1.963,2834.162,7.710,608.961,597.656,1.000,0.000,0.000,0.000,0.000,94.169,108.897,4.385,,,,64.000,73.400
2022-06-13 08:51:42 - 2022-06-13 09:01:05,39.564,Walking,0.452,562.987,,622.423,600.968,1.000,0.000,0.000,0.000,0.000,87.474,87.474,4.905,,,,66.000,69.800
2022-06-13 09:01:56 - 2022-06-13 09:02:59,7.475,Jump Rope,0.066,63.500,,,,0.583,0.417,0.000,0.000,0.000,109.750,123.000,7.848,,,,,
2022-06-15 08:00:33 - 2022-06-15 08:28:24,94.838,Walking,1.136,1366.907,0.886,623.672,588.182,1.000,0.000,0.000,0.000,0.000,95.819,103.463,4.267,,,,,
2022-06-15 08:58:19 - 2022-06-15 09:08:52,58.739,Functional Strength Training,,633.169,,,,0.250,0.750,0.000,0.000,0.000,117.370,124.000,6.027,,,,55.000,87.800
2022-06-16 07:54:40 - 2022-06-16 08:18:03,91.203,Walking,1.138,1366.069,9.350,627.195,600.171,1.000,0.000,0.000,0.000,0.000,94.815,104.000,4.652,,,,,
2022-06-21 07:48:40 - 2022-06-21 08:17:23,127.546,Walking,1.462,1723.109,,613.975,589.635,1.000,0.000,0.000,0.000,0.000,85.982,93.000,5.070,,,,53.000,78.800
2022-06-21 16:53:13 - 2022-06-21 17:49:51,174.645,Walking,1.684,3397.996,91.371,617.956,599.664,1.000,0.000,0.000,0.000,0.000,89.062,112.000,3.744,,,,37.000,98.600
2022-06-22 09:41:31 - 2022-06-22 09:52:34,51.852,Functional Strength Training,,662.992,,,,0.989,0.011,0.000,0.000,0.000,95.697,116.000,5.283,,,,46.000,78.800
2022-06-22 09:41:40 - 2022-06-22 09:51:40,62.000,Functional Strength Training (Indoor),,600.000,,,,0.987,0.013,0.000,0.000,0.000,95.753,116.000,,,,,,
2022-06-22 09:52:52 - 2022-06-22 10:39:15,240.628,Traditional Strength Training,,2782.705,,,,0.637,0.356,0.007,0.000,0.000,109.658,137.000,3.870,,,,46.000,80.600
2022-06-22 10:34:38 - 2022-06-22 10:39:38,17.000,Preparation and Recovery (Indoor),,300.000,,,,1.000,0.000,0.000,0.000,0.000,91.759,105.000,,,,,,
2022-06-23 08:00:37 - 2022-06-23 08:30:05,137.610,Walking,1.521,1768.262,76.050,656.434,598.662,0.955,0.030,0.015,0.000,0.000,90.489,137.000,5.316,,,,,
2022-06-24 08:20:54 - 2022-06-24 08:40:27,87.954,Walking,1.010,1173.333,,608.966,594.518,1.000,0.000,0.000,0.000,0.000,86.524,102.000,5.147,,,,40.000,78.800
2022-06-24 08:43:03 - 2022-06-24 08:52:44,59.211,Functional Strength Training,,580.468,,,,0.457,0.175,0.228,0.140,0.000,125.000,174.000,6.380,,,,,
2022-06-24 10:40:10 - 2022-06-24 11:02:05,127.911,Functional Strength Training,,1315.954,,,,0.485,0.451,0.064,0.000,0.000,112.598,147.000,6.231,,,,32.000,84.200
2022-06-24 10:40:29 - 2022-06-24 10:50:29,62.000,Functional Strength Training (Indoor),,600.000,,,,0.844,0.074,0.082,0.000,0.000,99.213,147.000,,,,,,
2022-06-24 11:08:16 - 2022-06-24 11:36:55,240.837,Traditional Strength Training,,1718.719,,,,0.170,0.283,0.437,0.110,0.000,135.346,175.000,7.883,,,,31.000,86.000
2022-06-25 13:16:15 - 2022-06-25 13:37:06,82.206,Yoga,,1250.239,,,,1.000,0.000,0.000,0.000,0.000,80.057,102.000,4.304,,,,81.000,69.800
2022-06-25 13:16:47 - 2022-06-25 13:36:47,87.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,80.155,102.000,,,,,,
2022-06-25 13:43:23 - 2022-06-25 14:29:00,323.537,Cycling (Indoor),,2737.516,,,,0.038,0.761,0.201,0.000,0.000,130.709,142.000,7.328,,,,83.000,68.000
2022-06-25 13:43:24 - 2022-06-25 14:28:26,579.000,Cycling (Indoor),14.240,2702.000,,,,0.039,0.758,0.203,0.000,0.000,130.770,142.000,,19.000,20.500,,,
2022-06-26 19:04:32 - 2022-06-26 19:32:29,145.583,Walking,1.478,1676.997,13.419,611.948,593.566,1.000,0.000,0.000,0.000,0.000,93.158,112.000,5.696,,,,43.000,77.000
2022-06-27 08:45:08 - 2022-06-27 09:03:56,68.394,Walking,1.003,1127.702,8.301,623.561,593.759,1.000,0.000,0.000,0.000,0.000,86.184,96.000,4.389,,,,,
2022-06-27 17:24:51 - 2022-06-27 17:29:49,18.897,Functional Strength Training,,297.901,,,,1.000,0.000,0.000,0.000,0.000,91.415,101.000,4.667,,,,48.000,71.600
2022-06-27 17:25:07 - 2022-06-27 18:09:21,31.000,Functional Strength Training (Indoor),,2654.000,,,,0.772,0.226,0.002,0.000,0.000,105.546,140.000,,,,,,
2022-06-27 17:33:39 - 2022-06-27 18:31:06,256.170,Traditional Strength Training,,3446.877,,,,0.778,0.220,0.002,0.000,0.000,108.029,140.000,3.111,,,,48.000,71.600
2022-06-27 18:18:14 - 2022-06-27 18:28:14,62.000,Functional Strength Training (Indoor),,600.000,,,,0.732,0.268,0.000,0.000,0.000,112.250,123.000,,,,,,
2022-06-28 09:01:35 - 2022-06-28 09:59:18,169.276,Walking,1.719,2764.201,21.555,624.193,593.059,1.000,0.000,0.000,0.000,0.000,86.465,113.000,3.779,,,,44.000,73.400
2022-06-28 17:26:55 - 2022-06-28 18:21:55,160.588,Walking,1.628,2422.074,74.409,647.755,598.512,0.978,0.011,0.011,0.000,0.000,93.104,144.000,8.676,,,,34.000,84.200
2022-06-29 08:25:22 - 2022-06-29 08:41:55,83.411,Cycling,2.906,992.364,9.613,612.651,590.271,0.032,0.703,0.265,0.000,0.000,128.503,146.000,5.835,,,,56.000,75.200
2022-06-29 08:48:11 - 2022-06-29 09:11:59,110.559,Walking,1.299,1428.332,6.660,605.622,592.041,0.959,0.041,0.000,0.000,0.000,108.278,126.000,5.244,,,,54.000,75.200
2022-06-29 16:44:57 - 2022-06-29 16:48:57,24.717,Functional Strength Training,,239.736,,,,0.268,0.683,0.049,0.000,0.000,121.244,139.000,6.766,,,,58.000,78.800
2022-06-29 16:56:55 - 2022-06-29 17:31:49,163.269,Yoga,,2094.180,,,,0.995,0.005,0.000,0.000,0.000,87.869,123.000,5.058,,,,60.000,77.000
2022-06-29 16:57:25 - 2022-06-29 17:07:25,46.000,Yoga (Indoor),,600.000,,,,0.983,0.017,0.000,0.000,0.000,94.681,123.000,,,,,,
2022-06-29 17:09:23 - 2022-06-29 17:29:23,91.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,86.591,112.000,,,,,,
2022-06-30 08:05:54 - 2022-06-30 08:32:49,123.468,Walking,1.431,1614.501,40.354,625.421,594.821,0.963,0.037,0.000,0.000,0.000,94.421,134.000,5.230,,,,,
2022-06-30 08:33:32 - 2022-06-30 08:42:38,52.218,Functional Strength Training,,546.050,,,,0.633,0.100,0.267,0.000,0.000,114.656,153.000,6.188,,,,,
2022-06-30 18:10:52 - 2022-06-30 18:18:42,38.819,Cycling,1.336,469.296,,610.228,598.781,0.034,0.483,0.483,0.000,0.000,133.540,147.000,5.754,,,,32.000,91.400
2022-06-30 20:51:56 - 2022-06-30 21:02:20,56.248,Cycling,1.854,624.026,6.594,608.506,597.169,0.103,0.675,0.214,0.008,0.000,126.857,156.000,6.027,,,,38.000,84.200
2022-07-02 17:38:06 - 2022-07-02 18:54:08,283.048,Walking,3.243,4562.093,,603.669,580.091,0.999,0.000,0.000,0.001,0.000,82.179,170.000,4.640,,,,40.000,77.000
2022-07-02 20:20:47 - 2022-07-02 21:20:38,202.432,Walking,2.536,3590.438,86.581,670.200,584.799,0.996,0.004,0.000,0.000,0.000,94.210,121.000,4.242,,,,45.000,75.200
2022-07-03 09:51:56 - 2022-07-03 10:28:32,135.064,Walking,1.645,2195.393,,603.689,597.116,1.000,0.000,0.000,0.000,0.000,88.064,100.000,4.870,,,,51.000,80.600
