Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degF)
2020-10-26 08:08:20 - 2020-10-26 08:16:16,66.237,Cycling,1.801,475.674,49.803,,,0.000,0.000,1.000,0.000,0.000,144.313,144.313,8.766,,,,92.000,35.600
2020-10-26 08:31:31 - 2020-10-26 08:39:29,66.536,Rowing,,428.700,,,,0.000,1.000,0.000,0.000,0.000,132.620,132.620,9.543,,,,91.000,35.600
2020-10-26 12:20:44 - 2020-10-26 12:40:44,181.089,Walking (Indoor),1.013,1199.978,,,,0.000,0.000,1.000,0.000,0.000,139.983,140.210,9.248,,,,96.000,33.800
2020-10-26 17:57:36 - 2020-10-26 18:02:40,53.879,HIIT,,304.218,,,,0.000,0.000,0.125,0.125,0.750,177.375,189.000,10.686,,,,77.000,35.600
2020-10-26 18:05:33 - 2020-10-26 19:05:52,483.560,Traditional Strength Training,,3618.872,,,,0.000,0.800,0.200,0.000,0.000,132.105,135.119,7.804,,,,77.000,37.400
2020-10-26 19:17:52 - 2020-10-26 19:26:25,68.752,Cycling,1.792,512.693,34.285,,,0.000,0.000,1.000,0.000,0.000,153.372,153.372,8.409,,,,77.000,35.600
2020-10-27 08:16:14 - 2020-10-27 08:25:07,61.711,Cycling,1.807,533.708,35.466,,,0.000,0.000,1.000,0.000,0.000,145.083,145.083,7.632,,,,90.000,33.800
2020-10-27 16:23:41 - 2020-10-27 16:30:44,67.214,Rowing,,423.040,,,,0.000,0.000,1.000,0.000,0.000,138.195,138.195,9.683,,,,81.000,35.600
2020-10-27 16:34:20 - 2020-10-27 16:54:55,118.208,Yoga,,1234.134,,,,0.500,0.500,0.000,0.000,0.000,109.054,116.274,6.180,,,,81.000,35.600
2020-10-27 16:34:47 - 2020-10-27 16:54:47,74.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,,
2020-10-27 17:00:44 - 2020-10-27 17:21:37,33.042,Functional Strength Training,,1252.579,,,,1.000,0.000,0.000,0.000,0.000,80.644,87.308,2.497,,,,79.000,35.600
2020-10-27 17:01:02 - 2020-10-27 17:02:02,5.000,Functional Strength Training (Indoor),,60.000,,,,,,,,,,,,,,,,
2020-10-27 18:24:38 - 2020-10-27 18:34:12,63.539,Cycling,1.809,574.028,39.469,,,0.000,0.000,1.000,0.000,0.000,141.827,141.827,7.228,,,,81.000,35.600
2020-10-28 18:33:15 - 2020-10-28 18:34:17,7.931,Rowing,,61.798,,,,0.000,0.200,0.700,0.100,0.000,139.100,158.000,8.559,,,,53.000,46.400
2020-10-29 08:21:27 - 2020-10-29 08:30:28,64.054,Cycling,1.800,541.173,42.192,,,0.000,0.000,1.000,0.000,0.000,145.173,145.173,7.690,,,,84.000,46.400
2020-10-29 17:13:00 - 2020-10-29 17:23:10,85.450,Rowing,,609.894,,,,1.000,0.000,0.000,0.000,0.000,113.820,113.820,8.722,,,,77.000,41.000
2020-10-29 17:24:43 - 2020-10-29 18:10:29,407.629,HIIT,,2746.140,,,,0.000,0.500,0.500,0.000,0.000,136.458,148.715,9.063,,,,76.000,41.000
2020-10-29 17:25:05 - 2020-10-29 18:10:35,228.000,Functional Strength Training (Indoor),,2730.000,,,,0.000,0.200,0.400,0.400,0.000,151.090,165.000,,,,,,
2020-10-29 18:58:48 - 2020-10-29 19:08:56,67.681,Cycling,1.798,608.387,37.762,,,0.000,0.000,1.000,0.000,0.000,151.455,151.455,7.232,,,,74.000,39.200
2020-10-30 12:47:15 - 2020-10-30 13:10:59,195.574,Walking (Indoor),1.257,1424.104,,,,0.000,0.333,0.667,0.000,0.000,135.983,147.376,8.496,,,,54.000,37.400
2020-10-30 17:17:06 - 2020-10-30 17:37:14,116.691,Yoga,,1208.719,,,,1.000,0.000,0.000,0.000,0.000,106.054,107.626,6.425,,,,57.000,37.400
2020-10-30 17:17:22 - 2020-10-30 17:37:22,69.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,93.741,104.482,,,,,,
2020-10-31 10:07:21 - 2020-10-31 10:27:51,167.343,Functional Strength Training,,1229.818,,,,0.000,0.500,0.000,0.500,0.000,149.064,163.659,8.395,,,,65.000,42.800
2020-10-31 10:08:09 - 2020-10-31 10:28:09,101.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.000,0.000,1.000,0.000,167.220,170.000,,,,,,
2020-10-31 10:53:24 - 2020-10-31 11:58:15,239.205,Walking,2.646,3890.246,215.059,,,1.000,0.000,0.000,0.000,0.000,92.264,100.640,4.433,,,,60.000,44.600
2020-11-01 09:04:19 - 2020-11-01 09:34:36,121.810,Yoga,,1817.269,,,,1.000,0.000,0.000,0.000,0.000,87.640,97.370,4.027,,,,49.000,33.800
2020-11-01 09:04:24 - 2020-11-01 09:34:24,107.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,97.370,97.370,,,,,,
2020-11-02 07:36:06 - 2020-11-02 08:08:25,166.052,Walking,2.080,1938.646,73.031,,,1.000,0.000,0.000,0.000,0.000,104.948,107.951,5.790,,,,64.000,26.600
2020-11-02 08:22:16 - 2020-11-02 08:32:32,41.973,Yoga,,616.110,,,,1.000,0.000,0.000,0.000,0.000,104.354,104.354,2.922,,,,55.000,30.200
2020-11-02 08:22:42 - 2020-11-02 08:32:42,38.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,105.677,107.000,,,,,,
2020-11-02 08:32:56 - 2020-11-02 08:36:41,26.026,Functional Strength Training,,225.585,,,,0.107,0.000,0.321,0.572,0.000,151.214,170.000,7.529,,,,50.000,33.800
2020-11-02 17:35:35 - 2020-11-02 17:46:41,66.469,Traditional Strength Training,,665.582,,,,0.000,1.000,0.000,0.000,0.000,119.894,119.894,5.314,,,,40.000,46.400
2020-11-02 17:48:15 - 2020-11-02 18:18:20,293.358,HIIT,,1804.426,,,,0.000,0.333,0.333,0.334,0.000,146.652,155.593,9.807,,,,40.000,46.400
2020-11-02 17:48:41 - 2020-11-02 18:18:41,152.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,0.167,0.833,0.000,161.084,175.000,,,,,,
2020-11-02 18:22:15 - 2020-11-02 18:37:50,158.795,Walking (Indoor),0.809,935.792,,,,0.000,0.000,1.000,0.000,0.000,151.843,151.915,10.239,,,,,
2020-11-02 19:15:40 - 2020-11-02 19:32:29,91.039,Yoga,,1009.278,,,,1.000,0.000,0.000,0.000,0.000,105.176,113.557,5.869,,,,46.000,44.600
2020-11-03 09:03:51 - 2020-11-03 09:13:51,43.663,Yoga,,600.685,,,,1.000,0.000,0.000,0.000,0.000,87.074,87.074,5.050,,,,55.000,48.200
2020-11-03 09:04:19 - 2020-11-03 09:14:19,40.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,91.500,97.000,,,,,,
2020-11-03 17:50:19 - 2020-11-03 18:20:19,248.820,Walking (Indoor),1.563,1800.341,,,,0.000,0.333,0.667,0.000,0.000,141.598,149.753,8.557,,,,40.000,60.800
2020-11-03 18:26:08 - 2020-11-03 18:46:29,68.994,Functional Strength Training,,1220.918,,,,1.000,0.000,0.000,0.000,0.000,101.070,105.567,4.235,,,,43.000,60.800
2020-11-03 18:26:33 - 2020-11-03 18:46:33,101.000,Functional Strength Training (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,105.567,105.567,,,,,,
2020-11-03 19:28:06 - 2020-11-03 20:02:34,222.519,Yoga,,2068.520,,,,0.000,0.500,0.500,0.000,0.000,136.405,147.611,8.581,,,,44.000,59.000
2020-11-04 17:52:49 - 2020-11-04 18:06:36,139.451,Walking (Indoor),0.816,826.444,,,,0.000,0.000,0.500,0.500,0.000,161.662,170.011,10.151,,,,44.000,64.400
2020-11-04 18:07:52 - 2020-11-04 18:11:33,22.292,Functional Strength Training,,220.626,,,,0.079,0.473,0.395,0.053,0.000,131.974,157.000,6.753,,,,43.000,66.200
2020-11-04 18:12:36 - 2020-11-04 18:33:54,132.730,Yoga,,1278.501,,,,0.500,0.000,0.500,0.000,0.000,131.627,148.458,8.420,,,,45.000,64.400
2020-11-05 12:36:54 - 2020-11-05 13:13:05,215.800,Walking,2.235,2171.147,79.364,,,1.000,0.000,0.000,0.000,0.000,107.987,111.583,6.464,,,,43.000,69.800
2020-11-05 17:07:23 - 2020-11-05 17:52:33,494.308,HIIT,,2710.811,,,,0.000,0.000,0.200,0.600,0.200,160.539,176.670,10.755,,,,49.000,66.200
2020-11-05 17:07:51 - 2020-11-05 17:52:51,228.000,Functional Strength Training (Indoor),,2700.000,,,,0.000,0.000,0.000,0.571,0.429,171.635,186.000,,,,,,
2020-11-05 18:01:03 - 2020-11-05 18:16:22,98.582,Yoga,,918.284,,,,0.000,1.000,0.000,0.000,0.000,121.371,124.062,7.630,,,,54.000,62.600
2020-11-06 08:36:05 - 2020-11-06 08:43:12,73.120,Cycling,1.805,427.631,30.741,,,0.000,1.000,0.000,0.000,0.000,132.443,132.443,10.588,,,,70.000,55.400
2020-11-06 17:40:24 - 2020-11-06 17:49:57,69.671,Cycling,1.794,572.214,30.282,,,0.000,1.000,0.000,0.000,0.000,133.740,133.740,7.716,,,,49.000,69.800
2020-11-07 13:01:54 - 2020-11-07 13:12:21,57.088,Yoga,,626.884,,,,1.000,0.000,0.000,0.000,0.000,98.276,98.276,5.961,,,,,
2020-11-07 13:02:39 - 2020-11-07 13:12:39,36.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,95.333,107.000,,,,,,
2020-11-08 20:50:22 - 2020-11-08 21:14:49,106.339,Yoga,,1467.124,,,,1.000,0.000,0.000,0.000,0.000,87.415,91.758,4.858,,,,69.000,68.000
2020-11-09 07:46:26 - 2020-11-09 08:20:52,154.473,Walking,2.100,2065.384,77.100,,,1.000,0.000,0.000,0.000,0.000,91.849,92.478,5.186,,,,72.000,64.400
2020-11-09 10:38:46 - 2020-11-09 10:59:32,76.645,Yoga,,1246.627,,,,1.000,0.000,0.000,0.000,0.000,82.018,85.642,3.642,,,,62.000,73.400
2020-11-09 10:39:19 - 2020-11-09 10:59:19,76.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,,
2020-11-09 18:49:46 - 2020-11-09 19:19:54,279.971,HIIT,,1808.500,,,,0.000,0.333,0.334,0.333,0.000,140.517,157.124,9.340,,,,64.000,71.600
2020-11-09 18:50:04 - 2020-11-09 19:20:04,152.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,0.500,0.500,0.000,151.893,157.124,,,,,,
2020-11-10 08:31:19 - 2020-11-10 08:39:14,76.228,Cycling,1.849,475.239,43.635,,,0.000,0.000,1.000,0.000,0.000,137.955,137.955,9.570,,,,74.000,66.200
2020-11-10 16:41:26 - 2020-11-10 16:44:41,29.063,Rowing,,194.610,,,,0.320,0.680,0.000,0.000,0.000,116.720,130.000,9.217,,,,68.000,69.800
2020-11-10 17:14:44 - 2020-11-10 17:21:47,73.503,Cycling,1.782,423.094,38.222,,,0.000,0.000,1.000,0.000,0.000,151.342,151.342,10.503,,,,64.000,69.800
2020-11-11 07:43:01 - 2020-11-11 07:52:17,63.874,Cycling,1.813,556.396,40.945,,,0.000,0.000,1.000,0.000,0.000,149.069,149.069,7.449,,,,73.000,35.600
2020-11-11 14:14:36 - 2020-11-11 14:34:00,184.889,Walking (Indoor),1.006,1163.882,,,,0.000,0.000,1.000,0.000,0.000,142.396,143.088,9.540,,,,52.000,44.600
2020-11-11 14:35:41 - 2020-11-11 14:45:51,40.674,Functional Strength Training,,610.174,,,,1.000,0.000,0.000,0.000,0.000,104.485,104.485,4.755,,,,52.000,44.600
2020-11-11 14:36:09 - 2020-11-11 14:46:09,51.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,103.667,109.000,,,,,,
2020-11-11 16:37:22 - 2020-11-11 16:42:23,47.268,HIIT,,300.533,,,,0.000,0.000,1.000,0.000,0.000,149.921,149.921,9.581,,,,59.000,42.800
2020-11-11 16:46:02 - 2020-11-11 17:32:23,440.698,Traditional Strength Training,,2780.199,,,,0.000,0.000,1.000,0.000,0.000,142.212,149.419,9.480,,,,60.000,42.800
2020-11-11 19:00:17 - 2020-11-11 19:07:59,68.969,Cycling,1.787,461.615,27.986,,,0.000,0.000,0.000,1.000,0.000,162.899,162.899,9.165,,,,67.000,41.000
2020-11-12 07:53:29 - 2020-11-12 08:03:55,51.334,Cycling,1.819,626.376,34.744,,,0.000,0.000,1.000,0.000,0.000,141.513,141.513,5.814,,,,77.000,39.200
2020-11-12 18:40:06 - 2020-11-12 18:49:31,68.348,Cycling,1.794,564.657,33.793,,,0.000,1.000,0.000,0.000,0.000,133.313,133.313,7.877,,,,55.000,46.400
2020-11-13 07:59:23 - 2020-11-13 08:08:57,53.589,Cycling,1.842,573.578,40.190,,,0.000,0.000,1.000,0.000,0.000,135.708,135.708,6.386,,,,68.000,33.800
2020-11-13 19:42:24 - 2020-11-13 20:14:39,108.774,Cycling,2.734,1934.389,230.217,,,0.750,0.000,0.250,0.000,0.000,101.171,142.397,,,,,,
2020-11-14 11:07:35 - 2020-11-14 11:38:44,155.512,Yoga,,1868.982,,,,0.333,0.667,0.000,0.000,0.000,114.602,120.384,4.800,,,,,
2020-11-14 11:08:02 - 2020-11-14 11:38:32,111.000,Yoga (Indoor),,1830.000,,,,0.000,1.000,0.000,0.000,0.000,120.384,120.384,,,,,,
2020-11-15 11:05:45 - 2020-11-15 11:35:23,233.740,Walking (Indoor),1.831,1777.731,,,,0.667,0.000,0.333,0.000,0.000,123.096,145.131,8.127,,,,75.000,39.200
2020-11-15 11:42:50 - 2020-11-15 12:11:58,142.758,Yoga,,1748.317,,,,1.000,0.000,0.000,0.000,0.000,98.063,105.434,4.938,,,,69.000,39.200
2020-11-15 11:43:18 - 2020-11-15 12:03:48,69.000,Yoga (Indoor),,1230.000,,,,,,,,,,,,,,,,
2020-11-16 07:57:12 - 2020-11-16 08:07:15,59.238,Cycling,1.800,602.671,41.010,617.617,592.397,0.000,0.000,1.000,0.000,0.000,153.716,153.716,6.739,,,,72.000,32.000
2020-11-16 10:36:12 - 2020-11-16 10:46:27,50.034,Yoga,,614.994,,,,1.000,0.000,0.000,0.000,0.000,94.431,94.431,5.115,,,,53.000,37.400
2020-11-16 10:36:41 - 2020-11-16 10:46:41,37.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,79.500,82.000,,,,,,
2020-11-16 20:29:42 - 2020-11-16 20:38:50,61.225,Cycling,1.768,547.891,31.988,617.937,590.626,0.000,0.000,1.000,0.000,0.000,152.306,152.306,7.171,,,,61.000,42.800
2020-11-17 07:48:16 - 2020-11-17 07:57:05,64.263,Cycling,1.817,529.039,40.486,615.247,592.840,0.000,0.000,0.000,1.000,0.000,161.246,161.246,7.746,,,,63.000,28.400
2020-11-17 08:41:09 - 2020-11-17 08:50:19,63.842,Functional Strength Training,,550.448,,,,0.000,1.000,0.000,0.000,0.000,133.997,133.997,7.335,,,,59.000,28.400
2020-11-17 14:28:17 - 2020-11-17 14:33:19,50.258,HIIT,,301.934,,,,0.000,0.000,0.000,1.000,0.000,156.490,156.490,10.041,,,,39.000,41.000
2020-11-17 14:36:21 - 2020-11-17 15:26:17,420.340,Traditional Strength Training,,2996.062,,,,0.000,0.400,0.600,0.000,0.000,132.467,140.367,8.234,,,,40.000,39.200
2020-11-17 18:31:46 - 2020-11-17 18:41:32,72.590,Cycling,1.792,585.455,35.925,618.940,591.504,0.000,0.000,1.000,0.000,0.000,144.392,144.392,7.809,,,,51.000,37.400
2020-11-18 08:15:17 - 2020-11-18 08:25:31,47.140,Yoga,,614.174,,,,1.000,0.000,0.000,0.000,0.000,92.380,92.380,4.532,,,,55.000,37.400
2020-11-18 08:15:45 - 2020-11-18 08:25:45,38.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,98.333,100.000,,,,,,
2020-11-18 11:29:17 - 2020-11-18 12:22:01,220.226,Walking,2.867,3163.659,95.144,878.985,845.401,1.000,0.000,0.000,0.000,0.000,91.869,95.688,4.923,,,,32.000,46.400
2020-11-18 17:05:51 - 2020-11-18 17:50:43,470.488,HIIT,,2691.499,,,,0.000,0.200,0.000,0.800,0.000,154.310,163.185,10.367,,,,39.000,46.400
2020-11-18 17:06:02 - 2020-11-18 17:51:02,228.000,Functional Strength Training (Indoor),,2700.000,,,,0.000,0.000,0.250,0.750,0.000,156.805,163.185,,,,,,
2020-11-18 20:49:04 - 2020-11-18 21:18:20,162.656,Yoga,,1756.233,,,,0.667,0.333,0.000,0.000,0.000,104.152,119.571,6.450,,,,41.000,44.600
2020-11-19 10:26:23 - 2020-11-19 10:57:23,201.052,Walking,2.083,1859.485,100.361,904.512,846.324,1.000,0.000,0.000,0.000,0.000,105.788,110.445,6.924,,,,38.000,57.200
2020-11-19 11:41:17 - 2020-11-19 12:02:13,98.045,Yoga,,1256.289,,,,1.000,0.000,0.000,0.000,0.000,100.506,106.545,4.603,,,,38.000,60.800
2020-11-19 11:41:46 - 2020-11-19 12:01:46,75.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,,
2020-11-19 12:06:56 - 2020-11-19 12:27:04,137.966,HIIT,,1208.252,,,,0.500,0.500,0.000,0.000,0.000,113.055,116.844,7.230,,,,38.000,60.800
2020-11-19 12:07:19 - 2020-11-19 12:27:19,101.000,Functional Strength Training (Indoor),,1200.000,,,,0.667,0.333,0.000,0.000,0.000,113.948,116.844,,,,,,
2020-11-20 08:21:11 - 2020-11-20 08:30:19,65.615,Cycling,1.815,547.607,40.912,615.629,592.726,0.000,0.000,1.000,0.000,0.000,154.010,154.010,8.078,,,,61.000,53.600
2020-11-20 11:42:59 - 2020-11-20 12:14:01,139.504,Yoga,,1861.087,,,,1.000,0.000,0.000,0.000,0.000,95.654,104.735,4.105,,,,45.000,60.800
2020-11-20 11:43:30 - 2020-11-20 12:13:30,112.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,104.735,104.735,,,,,,
2020-11-20 18:01:50 - 2020-11-20 18:09:57,59.019,Cycling,1.780,486.700,26.673,615.147,585.385,0.000,0.000,0.000,1.000,0.000,161.214,161.214,7.704,,,,46.000,51.800
2020-11-21 17:03:26 - 2020-11-21 17:25:02,137.901,Functional Strength Training,,1295.725,,,,0.000,0.500,0.500,0.000,0.000,130.407,136.791,6.820,,,,,
2020-11-21 17:26:23 - 2020-11-21 17:46:08,144.745,Functional Strength Training,,1185.616,,,,0.000,0.000,1.000,0.000,0.000,146.166,154.357,7.717,,,,80.000,39.200
2020-11-21 17:26:49 - 2020-11-21 17:46:49,101.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.000,0.625,0.375,0.000,155.920,167.000,,,,,,
2020-11-23 11:42:26 - 2020-11-23 12:31:16,211.895,Walking,2.500,2930.434,,604.366,593.919,1.000,0.000,0.000,0.000,0.000,88.914,96.952,5.021,,,,53.000,44.600
2020-11-23 13:42:13 - 2020-11-23 14:02:46,113.057,Yoga,,1233.056,,,,1.000,0.000,0.000,0.000,0.000,104.469,106.133,5.755,,,,50.000,42.800
2020-11-23 13:42:54 - 2020-11-23 14:02:54,71.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,87.066,106.133,,,,,,
2020-11-23 16:24:26 - 2020-11-23 16:54:40,231.985,HIIT,,1813.603,,,,0.000,0.667,0.333,0.000,0.000,127.371,141.846,7.937,,,,61.000,39.200
2020-11-23 16:24:59 - 2020-11-23 16:54:59,152.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.167,0.833,0.000,0.000,144.146,155.000,,,,,,
2020-11-24 08:11:54 - 2020-11-24 08:33:09,81.085,Yoga,,1274.665,,,,1.000,0.000,0.000,0.000,0.000,84.379,84.627,3.790,,,,92.000,35.600
2020-11-24 08:12:25 - 2020-11-24 08:32:54,72.000,Yoga (Indoor),,1229.000,,,,,,,,,,,,,,,,
2020-11-24 08:42:29 - 2020-11-24 08:49:47,43.106,Functional Strength Training,,437.789,,,,0.000,1.000,0.000,0.000,0.000,120.490,120.490,6.500,,,,91.000,35.600
2020-11-24 18:23:55 - 2020-11-24 18:29:03,31.248,Yoga,,308.283,,,,0.000,0.000,1.000,0.000,0.000,150.042,150.042,9.132,,,,87.000,42.800
2020-11-24 19:00:32 - 2020-11-24 19:05:28,16.756,Cycling,0.918,295.447,,597.174,593.719,0.022,0.000,0.089,0.889,0.000,159.644,165.000,4.281,,,,85.000,42.800
2020-11-25 11:30:59 - 2020-11-25 11:51:35,99.327,Yoga,,1236.122,,,,1.000,0.000,0.000,0.000,0.000,101.063,105.403,4.627,,,,98.000,44.600
2020-11-25 11:31:27 - 2020-11-25 11:51:27,71.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,,
2020-11-26 09:34:13 - 2020-11-26 09:54:37,83.196,Yoga,,1224.207,,,,1.000,0.000,0.000,0.000,0.000,85.260,87.444,4.644,,,,88.000,41.000
2020-11-26 09:34:40 - 2020-11-26 09:54:40,74.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,87.444,87.444,,,,,,
2020-11-26 10:08:39 - 2020-11-26 10:38:08,290.579,HIIT,,1768.982,,,,0.000,0.000,0.667,0.333,0.000,150.019,158.187,9.824,,,,84.000,42.800
2020-11-26 10:09:06 - 2020-11-26 10:39:06,152.000,Functional Strength Training (Indoor),,1800.000,,,,0.692,0.154,0.077,0.077,0.000,116.792,158.187,,,,,,
2020-11-26 10:41:49 - 2020-11-26 11:01:53,119.280,Yoga,,1203.214,,,,0.500,0.500,0.000,0.000,0.000,108.316,115.082,6.689,,,,81.000,42.800
2020-11-27 15:45:13 - 2020-11-27 16:29:26,186.222,Yoga,,2653.539,,,,1.000,0.000,0.000,0.000,0.000,89.023,105.706,4.832,,,,,
2020-11-27 17:08:12 - 2020-11-27 17:14:50,33.498,Walking,0.384,397.595,13.550,896.047,835.247,1.000,0.000,0.000,0.000,0.000,100.849,100.849,5.795,,,,72.000,37.400
2020-11-27 17:15:06 - 2020-11-27 17:17:11,29.162,Running,0.299,125.022,26.509,895.868,868.301,0.080,0.080,0.120,0.720,0.000,155.760,171.000,14.534,,,,73.000,37.400
2020-11-28 11:01:27 - 2020-11-28 12:04:19,232.744,Walking,2.861,3772.470,84.777,873.319,845.603,1.000,0.000,0.000,0.000,0.000,86.279,92.697,4.380,,,,60.000,42.800
2020-11-30 11:16:18 - 2020-11-30 11:28:24,65.517,Yoga,,726.459,,,,0.500,0.000,0.500,0.000,0.000,123.339,137.079,6.224,,,,70.000,39.200
2020-11-30 11:16:36 - 2020-11-30 11:28:18,41.000,Yoga (Indoor),,702.000,,,,,,,,,,,,,,,,
2020-11-30 11:30:12 - 2020-11-30 11:53:01,74.000,Yoga (Indoor),,1369.000,,,,1.000,0.000,0.000,0.000,0.000,98.087,104.000,,,,,,
2020-11-30 11:55:30 - 2020-11-30 12:10:33,108.614,Functional Strength Training,,902.811,,,,0.000,0.000,1.000,0.000,0.000,141.428,142.119,7.572,,,,73.000,37.400
2020-12-01 11:01:24 - 2020-12-01 11:06:25,53.897,HIIT,,301.720,,,,0.000,0.000,0.286,0.714,0.000,157.000,169.000,10.755,,,,66.000,26.600
2020-12-01 11:07:17 - 2020-12-01 11:22:06,95.767,Functional Strength Training,,888.847,,,,0.000,1.000,0.000,0.000,0.000,131.374,131.374,6.911,,,,,
2020-12-01 11:24:39 - 2020-12-01 11:39:13,114.141,Functional Strength Training,,873.760,,,,0.000,0.000,1.000,0.000,0.000,148.513,148.513,8.139,,,,64.000,28.400
2020-12-02 11:01:56 - 2020-12-02 13:03:37,502.750,Walking,4.823,7301.333,682.054,2394.752,1824.277,1.000,0.000,0.000,0.000,0.000,87.870,113.850,4.850,,,,40.000,42.800
2020-12-06 10:27:50 - 2020-12-06 10:34:38,43.556,Functional Strength Training,,407.531,,,,0.000,1.000,0.000,0.000,0.000,128.756,128.756,6.912,,,,84.000,35.600
2020-12-06 10:37:44 - 2020-12-06 10:58:17,103.357,Yoga,,1233.517,,,,1.000,0.000,0.000,0.000,0.000,101.632,107.532,4.864,,,,84.000,35.600
2020-12-06 10:38:08 - 2020-12-06 10:58:08,73.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,,
2020-12-06 11:01:32 - 2020-12-06 11:12:59,90.124,HIIT,,687.153,,,,0.000,1.000,0.000,0.000,0.000,123.547,123.547,8.117,,,,82.000,35.600
2020-12-06 11:01:55 - 2020-12-06 11:12:55,57.000,Functional Strength Training (Indoor),,660.000,,,,,,,,,,,,,,,,
2020-12-07 07:43:44 - 2020-12-07 07:50:01,48.711,Functional Strength Training,,376.668,,,,0.000,0.000,1.000,0.000,0.000,141.025,141.025,8.057,,,,74.000,35.600
2020-12-07 15:05:50 - 2020-12-07 15:36:16,58.781,HIIT,,356.156,,,,0.000,0.667,0.000,0.333,0.000,140.828,159.363,11.230,,,,76.000,35.600
2020-12-07 15:06:14 - 2020-12-07 15:36:44,152.000,Functional Strength Training (Indoor),,1830.000,,,,0.000,0.286,0.286,0.428,0.000,147.729,168.000,,,,,,
2020-12-07 18:03:22 - 2020-12-07 18:23:28,87.737,Functional Strength Training,,1205.663,,,,1.000,0.000,0.000,0.000,0.000,108.532,114.727,5.015,,,,77.000,35.600
2020-12-07 18:03:38 - 2020-12-07 18:23:40,101.000,Functional Strength Training (Indoor),,1202.000,,,,0.250,0.000,0.750,0.000,0.000,136.432,146.000,,,,,,
2020-12-08 10:20:16 - 2020-12-08 10:51:36,131.082,Yoga,,1880.499,,,,1.000,0.000,0.000,0.000,0.000,92.929,105.084,3.870,,,,71.000,33.800
2020-12-08 10:20:42 - 2020-12-08 10:50:42,104.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,105.084,105.084,,,,,,
2020-12-09 09:20:02 - 2020-12-09 09:31:10,44.798,Yoga,,668.054,,,,1.000,0.000,0.000,0.000,0.000,82.316,82.316,4.506,,,,79.000,35.600
2020-12-09 09:20:30 - 2020-12-09 09:30:30,35.000,Yoga (Indoor),,600.000,,,,,,,,,,,,,,,,
2020-12-09 10:08:50 - 2020-12-09 10:29:37,151.067,Traditional Strength Training,,1247.626,,,,0.500,0.000,0.500,0.000,0.000,126.855,142.209,6.734,,,,73.000,39.200
2020-12-09 10:09:11 - 2020-12-09 10:29:41,101.000,Functional Strength Training (Indoor),,1230.000,,,,0.000,0.000,1.000,0.000,0.000,142.209,142.209,,,,,,
2020-12-09 16:33:55 - 2020-12-09 17:03:23,258.812,Traditional Strength Training,,1767.912,,,,0.000,0.333,0.667,0.000,0.000,138.358,145.198,8.531,,,,55.000,48.200
2020-12-10 08:34:14 - 2020-12-10 09:04:17,138.424,Yoga,,1802.926,,,,1.000,0.000,0.000,0.000,0.000,93.325,97.140,4.500,,,,67.000,39.200
2020-12-10 08:34:31 - 2020-12-10 09:04:31,108.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,79.583,97.140,,,,,,
2020-12-10 17:27:42 - 2020-12-10 17:44:00,61.680,Walking,0.710,977.540,,,,1.000,0.000,0.000,0.000,0.000,90.657,99.000,4.728,,,,,
