Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Weather: Humidity(%),Weather: Temperature(degF)
2021-11-22 12:44:24 - 2021-11-22 13:19:56,137.522,Walking,1.732,1766.537,48.852,661.681,587.599,1.000,0.000,0.000,0.000,0.000,94.804,99.020,7.905,,,35.000,35.600
2021-11-23 14:09:48 - 2021-11-23 14:28:54,82.005,Walking,1.098,1146.339,27.165,597.762,587.754,1.000,0.000,0.000,0.000,0.000,96.973,97.706,5.072,,,28.000,42.800
2021-11-25 08:26:08 - 2021-11-25 09:05:31,309.111,Running,3.128,2363.013,76.706,748.469,712.063,0.000,0.000,1.000,0.000,0.000,140.030,142.748,8.091,,,72.000,42.800
2021-11-25 10:39:48 - 2021-11-25 11:17:01,262.156,Traditional Strength Training,,2232.774,,,,0.000,1.000,0.000,0.000,0.000,126.124,130.833,6.471,,,,
2021-11-25 11:17:09 - 2021-11-25 11:25:17,49.286,Functional Strength Training,,488.321,,,,0.000,0.000,1.000,0.000,0.000,135.889,135.889,6.755,,,,
2021-11-25 15:32:58 - 2021-11-25 15:40:57,61.773,Functional Strength Training,,479.612,,,,0.000,0.000,1.000,0.000,0.000,139.259,139.259,8.020,,,76.000,30.200
2021-11-27 21:24:34 - 2021-11-27 21:29:08,22.113,Functional Strength Training,,273.521,,,,1.000,0.000,0.000,0.000,0.000,96.463,108.000,5.485,,,,
2021-11-29 08:47:49 - 2021-11-29 09:05:55,67.871,Walking,0.661,1086.070,14.731,613.657,595.971,1.000,0.000,0.000,0.000,0.000,88.945,90.121,4.462,,,,
2021-11-29 10:46:53 - 2021-11-29 11:17:50,280.699,Cycling (Indoor),,1856.773,,,,0.000,0.333,0.667,0.000,0.000,133.418,140.991,9.149,,,40.000,37.400
2021-11-29 10:46:55 - 2021-11-29 11:17:52,398.000,Cycling (Indoor),9.770,1857.000,,,,0.000,0.250,0.750,0.000,0.000,135.564,142.000,,18.900,20.200,,
2021-11-30 09:01:36 - 2021-11-30 09:22:26,92.164,Yoga,,1250.285,,,,1.000,0.000,0.000,0.000,0.000,92.360,94.784,3.991,,,59.000,37.400
2021-11-30 09:02:04 - 2021-11-30 09:22:04,88.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-11-30 09:28:33 - 2021-11-30 09:51:58,125.376,Walking,1.335,1404.484,34.121,602.678,592.639,1.000,0.000,0.000,0.000,0.000,95.491,97.598,5.943,,,57.000,39.200
2021-11-30 13:53:39 - 2021-11-30 14:03:55,38.178,Traditional Strength Training,,615.529,,,,1.000,0.000,0.000,0.000,0.000,94.386,94.386,1.976,,,42.000,51.800
2021-11-30 13:53:46 - 2021-11-30 14:03:46,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-11-30 14:16:28 - 2021-11-30 15:18:53,84.761,Functional Strength Training,,1130.680,,,,1.000,0.000,0.000,0.000,0.000,81.575,97.823,5.541,,,39.000,51.800
2021-11-30 15:24:29 - 2021-11-30 15:36:17,48.092,Functional Strength Training,,707.766,,,,1.000,0.000,0.000,0.000,0.000,90.653,95.106,4.726,,,37.000,51.800
2021-12-01 09:08:20 - 2021-12-01 09:35:32,110.656,Walking,1.366,1602.384,23.392,602.925,587.275,1.000,0.000,0.000,0.000,0.000,89.285,91.163,4.835,,,65.000,42.800
2021-12-02 08:37:47 - 2021-12-02 09:01:14,106.328,Walking,1.307,1374.975,34.777,605.931,590.821,1.000,0.000,0.000,0.000,0.000,92.725,93.972,5.276,,,64.000,51.800
2021-12-02 09:19:21 - 2021-12-02 10:04:27,421.405,Cycling (Indoor),,2705.799,,,,0.000,0.000,0.800,0.200,0.000,150.727,157.552,9.382,,,63.000,51.800
2021-12-02 09:19:23 - 2021-12-02 10:04:23,589.000,Cycling (Indoor),14.310,2700.000,,,,0.000,0.000,1.000,0.000,0.000,149.021,154.487,,19.100,20.400,,
2021-12-02 16:16:21 - 2021-12-02 17:07:29,169.998,Functional Strength Training,,2409.948,,,,1.000,0.000,0.000,0.000,0.000,91.628,96.687,4.727,,,34.000,53.600
2021-12-03 10:14:08 - 2021-12-03 10:38:21,65.432,Walking,0.620,1453.085,15.715,604.173,591.712,1.000,0.000,0.000,0.000,0.000,87.207,95.005,3.364,,,62.000,46.400
2021-12-03 14:02:39 - 2021-12-03 14:29:54,121.161,Walking,1.276,1635.348,10.827,606.075,586.575,1.000,0.000,0.000,0.000,0.000,89.715,90.226,5.129,,,57.000,48.200
2021-12-04 15:08:01 - 2021-12-04 15:51:16,143.101,Walking,1.781,2198.744,18.898,606.264,589.734,1.000,0.000,0.000,0.000,0.000,96.534,106.209,4.092,,,24.000,41.000
2021-12-05 16:23:32 - 2021-12-05 16:24:40,7.000,Cycling (Indoor),0.180,68.000,,,,1.000,0.000,0.000,0.000,0.000,106.214,114.000,,10.400,22.700,,
2021-12-05 16:30:29 - 2021-12-05 16:51:20,101.822,Yoga,,1251.618,,,,1.000,0.000,0.000,0.000,0.000,89.775,94.533,5.411,,,90.000,39.200
2021-12-05 16:31:19 - 2021-12-05 16:51:19,88.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,85.017,85.017,,,,,
2021-12-06 07:33:46 - 2021-12-06 08:48:12,105.918,Walking,1.287,1627.044,40.781,598.268,589.453,1.000,0.000,0.000,0.000,0.000,71.241,96.809,4.196,,,60.000,33.800
2021-12-07 06:57:16 - 2021-12-07 07:05:19,63.612,HIIT,,482.625,,,,0.000,1.000,0.000,0.000,0.000,122.016,122.016,8.188,,,,
2021-12-07 18:16:33 - 2021-12-07 18:18:04,1.585,Walking,0.009,91.078,,,,1.000,0.000,0.000,0.000,0.000,85.812,95.000,1.799,,,48.000,37.400
2021-12-08 14:55:12 - 2021-12-08 14:59:08,12.189,Functional Strength Training,,235.876,,,,1.000,0.000,0.000,0.000,0.000,80.426,91.000,4.001,,,68.000,39.200
2021-12-11 09:51:45 - 2021-12-11 10:09:36,91.383,Yoga,,1070.767,,,,0.500,0.500,0.000,0.000,0.000,107.962,117.567,5.049,,,68.000,46.400
2021-12-11 09:52:00 - 2021-12-11 10:12:44,88.000,Yoga (Indoor),,1244.000,,,,0.800,0.200,0.000,0.000,0.000,100.313,117.567,,,,,
2021-12-11 11:29:47 - 2021-12-11 11:59:13,104.715,Walking,1.479,1766.651,9.121,56.833,37.313,1.000,0.000,0.000,0.000,0.000,101.376,109.000,4.257,,,,
2021-12-12 19:47:48 - 2021-12-12 20:19:39,155.720,Yoga,,1911.489,,,,1.000,0.000,0.000,0.000,0.000,89.901,105.801,5.249,,,54.000,42.800
2021-12-12 19:48:47 - 2021-12-12 20:14:17,110.000,Yoga (Indoor),,1530.000,,,,1.000,0.000,0.000,0.000,0.000,105.801,105.801,,,,,
2021-12-13 10:05:45 - 2021-12-13 10:17:15,49.934,Walking,0.604,689.545,11.647,650.338,588.996,1.000,0.000,0.000,0.000,0.000,103.584,108.000,4.870,,,,
2021-12-13 10:17:30 - 2021-12-13 10:27:59,71.942,Functional Strength Training,,628.172,,,,0.000,1.000,0.000,0.000,0.000,127.071,127.071,7.253,,,,
2021-12-13 10:28:05 - 2021-12-13 10:39:12,50.112,Walking,0.615,667.473,7.415,624.402,590.958,0.000,1.000,0.000,0.000,0.000,123.507,123.507,5.219,,,,
2021-12-13 13:45:53 - 2021-12-13 13:57:21,45.259,Traditional Strength Training,,688.365,,,,1.000,0.000,0.000,0.000,0.000,108.699,108.699,2.625,,,47.000,48.200
2021-12-13 13:45:57 - 2021-12-13 13:55:57,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-12-13 17:12:46 - 2021-12-13 17:22:42,60.002,Functional Strength Training,,595.933,,,,0.000,1.000,0.000,0.000,0.000,117.059,117.059,6.574,,,56.000,46.400
2021-12-13 17:13:01 - 2021-12-13 17:23:01,62.000,Functional Strength Training (Indoor),,600.000,,,,0.000,0.200,0.000,0.800,0.000,160.012,172.000,,,,,
2021-12-13 17:25:04 - 2021-12-13 17:46:59,182.417,Traditional Strength Training,,1314.786,,,,0.000,0.500,0.500,0.000,0.000,134.279,136.650,7.921,,,57.000,44.600
2021-12-14 08:48:06 - 2021-12-14 09:09:53,59.425,Walking,0.632,1077.129,12.664,646.471,595.207,1.000,0.000,0.000,0.000,0.000,84.099,89.218,3.667,,,,
2021-12-14 10:24:29 - 2021-12-14 10:57:28,469.000,Cycling (Indoor),10.600,1979.000,,,,0.000,0.000,0.500,0.500,0.000,158.477,174.973,,19.300,29.000,,
2021-12-14 10:24:37 - 2021-12-14 10:57:24,360.354,Cycling (Indoor),,1967.195,,,,0.000,0.000,0.500,0.500,0.000,158.477,174.973,10.824,,,61.000,46.400
2021-12-14 17:14:55 - 2021-12-14 17:47:41,123.313,Walking,1.256,1965.923,27.198,607.927,591.042,1.000,0.000,0.000,0.000,0.000,91.058,95.422,4.402,,,61.000,51.800
2021-12-15 08:42:19 - 2021-12-15 08:52:58,50.196,Walking,0.566,638.593,8.924,625.638,593.576,1.000,0.000,0.000,0.000,0.000,87.783,87.783,5.360,,,,
2021-12-15 13:33:59 - 2021-12-15 13:49:03,41.168,Walking,0.578,628.737,14.501,610.693,594.513,1.000,0.000,0.000,0.000,0.000,89.871,92.404,4.716,,,78.000,62.600
2021-12-15 15:53:44 - 2021-12-15 16:04:45,54.349,Walking,0.615,661.009,11.844,605.945,579.071,1.000,0.000,0.000,0.000,0.000,95.524,95.524,5.562,,,80.000,62.600
2021-12-15 16:05:33 - 2021-12-15 16:30:28,181.224,Functional Strength Training,,1495.259,,,,0.000,1.000,0.000,0.000,0.000,131.629,134.680,7.449,,,79.000,62.600
2021-12-15 16:31:05 - 2021-12-15 16:43:36,59.987,Walking,0.608,750.369,16.929,601.069,587.142,0.000,1.000,0.000,0.000,0.000,116.106,117.163,5.449,,,80.000,62.600
2021-12-15 18:14:06 - 2021-12-15 18:30:10,64.113,Walking,0.619,963.569,50.098,610.541,595.030,1.000,0.000,0.000,0.000,0.000,101.541,101.643,4.678,,,,
2021-12-16 08:22:50 - 2021-12-16 08:47:01,99.263,Walking,1.237,1366.862,38.976,645.587,589.868,1.000,0.000,0.000,0.000,0.000,92.277,95.268,4.853,,,64.000,42.800
2021-12-16 11:21:36 - 2021-12-16 12:06:42,597.000,Cycling (Indoor),14.400,2706.000,,,,0.167,0.167,0.666,0.000,0.000,130.860,144.850,,19.100,20.700,,
2021-12-16 11:21:38 - 2021-12-16 12:06:39,432.402,Cycling (Indoor),,2700.897,,,,0.000,0.200,0.800,0.000,0.000,138.832,144.850,9.464,,,60.000,39.200
2021-12-16 15:53:50 - 2021-12-16 16:03:51,64.472,Functional Strength Training,,600.912,,,,0.000,1.000,0.000,0.000,0.000,119.480,119.480,6.824,,,53.000,41.000
2021-12-16 15:53:52 - 2021-12-16 16:03:52,62.000,Functional Strength Training (Indoor),,600.000,,,,0.000,1.000,0.000,0.000,0.000,119.480,119.480,,,,,
2021-12-16 16:06:51 - 2021-12-16 16:17:00,75.399,Traditional Strength Training,,609.045,,,,0.000,1.000,0.000,0.000,0.000,123.189,123.189,7.184,,,54.000,41.000
2021-12-16 16:06:53 - 2021-12-16 16:16:53,62.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-12-16 16:23:47 - 2021-12-16 16:28:53,25.368,Functional Strength Training,,305.684,,,,1.000,0.000,0.000,0.000,0.000,109.054,109.054,5.589,,,54.000,39.200
2021-12-16 16:23:51 - 2021-12-16 16:28:51,31.000,Functional Strength Training (Indoor),,300.000,,,,1.000,0.000,0.000,0.000,0.000,109.054,109.054,,,,,
2021-12-16 16:43:38 - 2021-12-16 16:59:40,84.605,Yoga,,962.145,,,,1.000,0.000,0.000,0.000,0.000,97.886,100.496,5.218,,,54.000,39.200
2021-12-16 16:44:06 - 2021-12-16 16:59:06,63.000,Yoga (Indoor),,900.000,,,,,,,,,,,,,,,
2021-12-18 13:07:48 - 2021-12-18 13:28:17,98.166,Walking,1.077,1228.908,,608.781,566.126,1.000,0.000,0.000,0.000,0.000,94.867,95.887,5.390,,,78.000,37.400
2021-12-18 13:37:35 - 2021-12-18 14:05:54,99.807,Walking,1.075,1345.935,14.403,609.589,595.451,1.000,0.000,0.000,0.000,0.000,88.316,90.068,4.355,,,74.000,37.400
2021-12-18 15:13:13 - 2021-12-18 15:52:25,174.193,Functional Strength Training,,2352.144,,,,1.000,0.000,0.000,0.000,0.000,97.990,106.555,5.025,,,70.000,37.400
2021-12-18 15:47:36,1.000,Functional Strength Training (Indoor),,0.000,,,,,,,,,,,,,,,
2021-12-18 15:47:49 - 2021-12-18 15:52:49,30.000,Functional Strength Training (Indoor),,300.000,,,,1.000,0.000,0.000,0.000,0.000,100.250,107.000,,,,,
2021-12-18 15:47:49 - 2021-12-18 15:52:55,30.000,Functional Strength Training (Indoor),,306.000,,,,1.000,0.000,0.000,0.000,0.000,101.000,107.000,,,,,
2021-12-18 16:23:36 - 2021-12-18 16:35:45,65.787,Walking,0.667,728.997,13.615,612.291,591.746,1.000,0.000,0.000,0.000,0.000,97.334,97.718,5.969,,,65.000,35.600
2021-12-20 08:59:01 - 2021-12-20 09:22:33,103.162,Walking,1.288,1364.123,39.665,625.928,586.644,1.000,0.000,0.000,0.000,0.000,89.983,92.654,5.114,,,,
2021-12-21 17:15:48 - 2021-12-21 17:56:13,212.138,Walking,2.383,2424.829,29.134,607.590,584.736,1.000,0.000,0.000,0.000,0.000,95.389,98.774,5.770,,,60.000,37.400
2021-12-24 09:27:15 - 2021-12-24 10:07:17,153.462,Walking,2.072,2401.429,65.781,902.719,870.330,1.000,0.000,0.000,0.000,0.000,98.220,101.705,4.572,,,97.000,42.800
2021-12-24 10:19:14 - 2021-12-24 10:48:27,149.415,Functional Strength Training,,1752.578,,,,1.000,0.000,0.000,0.000,0.000,106.348,110.388,5.600,,,94.000,44.600
2021-12-27 17:01:15 - 2021-12-27 17:24:48,76.423,Walking,0.919,1412.500,,609.163,589.561,1.000,0.000,0.000,0.000,0.000,84.646,86.889,3.979,,,73.000,41.000
2021-12-28 10:31:34 - 2021-12-28 11:16:35,587.000,Cycling (Indoor),14.290,2701.000,,,,0.000,0.000,1.000,0.000,0.000,147.065,150.897,,19.000,20.700,,
2021-12-28 10:31:34 - 2021-12-28 11:16:37,442.709,Cycling (Indoor),,2703.349,,,,0.000,0.000,1.000,0.000,0.000,146.775,150.897,9.647,,,70.000,37.400
2021-12-29 09:00:27 - 2021-12-29 09:19:30,84.011,Walking,1.109,1142.955,8.136,616.044,594.321,1.000,0.000,0.000,0.000,0.000,90.865,91.306,5.093,,,77.000,35.600
2021-12-29 14:27:32 - 2021-12-29 14:43:33,69.265,Walking,0.866,960.960,,601.241,588.615,1.000,0.000,0.000,0.000,0.000,94.672,95.398,4.969,,,57.000,35.600
2021-12-29 15:37:36 - 2021-12-29 15:47:39,52.960,Functional Strength Training,,602.888,,,,1.000,0.000,0.000,0.000,0.000,99.058,99.058,5.788,,,57.000,33.800
2021-12-29 15:37:49 - 2021-12-29 15:47:49,62.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,100.019,104.000,,,,,
2021-12-29 15:54:51 - 2021-12-29 16:32:15,152.718,Traditional Strength Training,,1948.582,,,,1.000,0.000,0.000,0.000,0.000,107.287,109.372,3.040,,,57.000,33.800
2021-12-29 16:41:32 - 2021-12-29 17:13:37,171.299,Functional Strength Training,,1781.504,,,,0.750,0.250,0.000,0.000,0.000,109.054,120.371,6.102,,,57.000,33.800
2021-12-30 08:41:33 - 2021-12-30 09:00:56,83.805,Walking,1.115,1162.903,14.304,620.319,581.278,1.000,0.000,0.000,0.000,0.000,92.765,94.390,5.006,,,67.000,35.600
2021-12-30 10:33:58 - 2021-12-30 11:24:02,529.892,Cycling (Indoor),,3003.402,,,,0.000,0.000,0.800,0.200,0.000,149.211,155.495,10.295,,,63.000,35.600
2021-12-30 10:34:02 - 2021-12-30 11:24:04,676.000,Cycling (Indoor),16.060,3002.000,,,,0.000,0.000,0.800,0.200,0.000,149.211,155.495,,19.300,26.000,,
2021-12-30 17:02:09 - 2021-12-30 17:40:54,152.941,Yoga,,2325.531,,,,1.000,0.000,0.000,0.000,0.000,80.623,83.763,4.196,,,80.000,35.600
2021-12-30 17:02:36 - 2021-12-30 17:10:32,35.000,Yoga (Indoor),,476.000,,,,,,,,,,,,,,,
2021-12-31 08:52:11 - 2021-12-31 09:18:26,125.692,Walking,1.337,1575.601,33.301,641.191,588.359,1.000,0.000,0.000,0.000,0.000,94.458,95.114,5.373,,,84.000,33.800
2021-12-31 10:26:55 - 2021-12-31 10:35:01,49.653,Functional Strength Training,,486.164,,,,0.000,1.000,0.000,0.000,0.000,116.661,116.661,6.603,,,77.000,37.400
2021-12-31 13:34:08 - 2021-12-31 13:46:42,53.431,Walking,0.581,685.673,8.694,601.476,588.398,1.000,0.000,0.000,0.000,0.000,98.540,100.610,5.165,,,83.000,41.000
2021-12-31 17:31:01 - 2021-12-31 17:39:36,57.602,Functional Strength Training,,514.989,,,,0.000,1.000,0.000,0.000,0.000,117.349,117.349,6.949,,,90.000,42.800
